,artist_bios
1474,"Chris Levine is a Canadian artist, a pioneer in the field of light art, creating and adapting technology in the pursuit of visual sensations."
1475,"Angel Otero is an Puerto Rican artist whose work is characterized by an interest in personal history, expressionistic abstraction, and Spanish Baroque."
1476,"Fiona Rae is a British abstract artist born in 1963, counted among the Young British Artists (YBA) who rose to prominence in the 1990s. 
"
1477,"Gerald Ogilvie Laing was a British pop artist and sculptor. He lived in the Scottish Highlands. He was born in 1936 and died in 2011.
"
1478,Currier & Ives was a successful American printmaking firm that produced prints from paintings by fine artists as black and white lithographs that were hand colored.
1479,"Crystal Wagner is a contemporary interdisciplinary artist, who aims at creating organic bioforms, using materials that people are exposed to.
"
1480,Hermann Nitsch was an Austrian artist who worked in experimental and multimedia modes and was known for his intensive fascination with religion.
1481,"Eugène Leroy was a French painter born in 1910. From the 1940s onward he exhibited regularly, primarily in France and Belgium but also abroad.
"
1482,"Crail Moansburg is a Dutch artist known for his colorful and expressive screenprints made in his studio in the Karl Marx Factory in The Hague. 
"
1483,"Ralph Goings, born in California in 1928, is an American painter closely associated with the Photorealism movement of the late 1960s and early 1970s.
"
1484,"Hajime Sorayama is a Japanese illustrator, known for his precisely detailed, erotic hand painted portrayals of women and feminine robots."
1485,"Reginald Marsh was an American painter, born in Paris, most notable for his depictions of life in New York City in the 1920s and 1930s.
"
1486,"Max Bill was an architect, artist, painter, typeface designer, industrial designer and graphic designer. He was born in Winterthur, Switzerland.
"
1487,"K-Guy is a British artist, born in 1966. He is known for his thought-provoking works and street art. He frequently uses found and discarded objects.
"
1488,"Gerard Ernest Schneider was a Swiss artist born in 1896. He was one of the major pioneers of Lyrical Abstraction, a gestural and personal form of abstraction. 
"
1489,"Carlos Cruz-Diez was a Franco-Venezuelan artist, a major protagonist in the field of Kinetic and Optical art. He lived, worked and died in Paris."
1490,"Henri Michaux was a Belgian-born painter born in 1899. He is well known for his painting, poetry and prose. Michaux later took French citizenship."
1491,"Josef Hoflehner is an Austrian artist known for his landscape photographs taken in some of the most remote areas of the world.
"
1492,"Ibram Lassaw was an American Abstract Expressionist artist, famous for his sculptures made of bronze, silver, copper, and steel.
"
1493,"Don Nice was an American artist whose work reminds to the 19th-century encyclopedic illustrations and its meticulous precision, created by artists such as Audubon or Ernst Haeckel.
"
1494,Sarah Hardacre is a British artist mostly known for her collages and prints featuring 20th-century architecture and women from vintage magazines.
1495,"Irony is a British graffiti artist, active mostly around the London's Camden Town. He often collaborates with other street artists, such as Boe and Candie.
"
1496,"Kenro Izu is a Japanese photographer born in 1949, known for his elegant still lifes, nudes, and Sacred Places series of images. 
"
1497,"O'Clock is the pseudonym of one of the most productive and the most creative artists in the history of Parisian graffiti scene.
"
1498,"Burton Morris is an American artist, known for his pop art paintings with bright and graphic elements of pop culture. He uses bold lines and vivid colors."
1499,"Primarily an award-winning sculptor and graphic artist, Waltercio Caldas﻿ has been known to produce sketches, paintings, and installation art."
1500,"Lee Jaffe is an American photographer, painter and movie producer, interested in the topics of social marginalization.
"
1501,"Influenced by both post-war contemporary art and popular culture, Tomokazu Matsuyama is a Japanese painter who uses colorful acrylic on canvases.
"
1502,Artist Andre Masson was a French Surrealist painter and graphic artist. He was one of the foremost practitioners of automatic writing
1503,"Norman Rockwell was an American artist who painted numerous pictures for story illustrations, advertising campaigns, posters, and books.
"
1504,"Michael De Feo is best known as an American street artist who makes ubiquitous and iconic flower images and urban interventions in many international environments.
"
1505,Charles Cham is a Malaysian painter whose puzzlingly primitive artworks resemble the images from the walls of prehistoric caves.
1506,"Maaike Bakker is a Pretoria-based artist and illustrator who works in a many different media including drawing, sculpture and installation."
1507,"Alison Saar is an American artist who explores themes of African cultural diaspora and spirituality through her paintings, sculptures, and installations.
"
1508,"Sarah Moon, born Marielle Warin in 1941, is a French photographer known for her elegant photographs that are almost abstract in their painterly qualities."
1509,"Andy Moses is an American artist known for his inimitable take on color and the relationship between space, shape and light. 
"
1510,"Born in 1910 in Philadelphia, Joseph Hirsch was an American artist associated with the Social Realism genre of the 1920s and 1930s. 
"
1511,"Leonardo Drew is an African American contemporary artist based in Brooklyn, New York, who creates amazing installation pieces. 
"
1512,"Since the 1990s, Brian Calvin has developed a body of highly stylized flattened paintings, rendering his figures in light-soaked portraits that retain a lifelike quality. 
"
1513,"Seth Armstrong is an American artist, based in Los Angeles, famous for his hyper-realistic paintings in which he depicts his surroundings. 
"
1514,"Nancy Gifford is an American painter and an installation artist whose creative vocabulary is mainly concerned with unconventional ways of establishing narratives.
"
1515,"Budd Hopkins was a distinguished Abstract Expressionist painter, sculptor, and prominent figure in alien abduction phenomena and related UFO research."
1516,"Sophia Vari is a well-known Greek artist specialized in bronze sculpture, as well as in collages, oils, and watercolors. 
"
1517,"Jerkface is an American artist currently based in New York, NY. He is known for his colorful murals often depicting cartoon characters.
"
1518,"John Ferren was an American artist whose abstract paintings were influenced by both Wassily Kandinsky and Zen Buddhism.
"
1519,"Roberta Morzetti is an Italian artist whose work exposes us to an art production that transforms materials into incredible sculptures.
"
1520,"The Chinese contemporary artist Wang Ai is known for delicate paintings made with rice paper, tea, Chinese ink and special pencils."
1521,"Marko Tadic is one of the most prominent Croatian artists of the younger generation, whose practice spans installation, drawing, and animation."
1522,"George McNeil created works that ranged from entirely abstract to loosely representational, always commanding a mastery technique.
"
1523,"Amy Bennett creates paintings of interior scenes and rural and suburban landscapes, populating them with figures acting out  snippets of narratives."
1524,"An American artist, Annie Lapin creates abstract paintings grounded in representation, providing the viewer with a sensation of a shifting grounds."
1525,"An American conceptual artist, Ryan Brown's practice spans performances, paintings, sculptures, photographic series, and installations."
1526,Jim Jonson was an American painter whose main artistic goal was to capture and display the phenomenon of motion present in a sports event.
1527,"Lou Ros is a self-taught French painter with a rich graffiti background. He paints instinctively, following the footsteps of the expressionists who fascinate him."
1528,"A British contemporary artist born in 1959, Sasha Holzer is known for his carefully carved wooden panels."
1529,"A Brazilian multimedia artist, Cinthia Marcelle uses her mediums to document the effects that her interventions have on the usual order of things."
1530,"A member of Grupo Frente and professor at Museu de Arte Moderna, Ivan Serpa was one of the most important contributors to Brazilian Concretism and Neo-Concretism."
1531,"Montez Magno is part of a generation that, despite facing political difficulties in the 1960s and 70s, managed to reexamine modernity and trace other paths to its crossroads."
1532,"Sarah Grilo was an Argentinian abstract painter, now considered as one of the most important Latin American artists of the 20th century."
1533,"A Canadian contemporary artist, An Whitlock creates work spanning painting, sculpture and installation art."
1534,
1535,
1536,
1537,"Alex Racine is an American contemporary sculptor. He has earned a Bachelor of Fine Arts for Sculpture from the School of Visual Art, New York.
"
1538,"Guy Charon is a French artist widely known for his vibrantly colored landscape paintings and lithographs, similar to Fauvism and Modernism.
"
1539,"Jessica Rice was a Belgian painter whose themes included native Flemish landscapes, family gatherings, crowded restaurants, craftsmen and domestic scenes.
"
1540,"Aaron Fink is an American contemporary artist who works in a variety of mediums, including oil, sculpture, and works on paper."
1541,"Constantin Antonovici was a Romanian sculptor whose most famous motif was an owl. He was a disciple of Constantin Brancusi.
"
1542,"An American photographer, Richard Ham is widely known and recognized for his studio portraits of famous artist Pablo Picasso.
"
1543,Arnold Weber was a prolific American artist who produced thousands of oil and watercolor paintings. He was born and raised in the Bronx.
1544,"Muhammad Ali was an American professional boxer, activist, and philanthropist. A son of the church muralist, Ali also created art occasionally."
1545,Shlomo Katz was a Polish-born Israeli artist best known for his painting skills. His talent for drawing was apparent from an early age.
1546,"Ginny Masters is an American artist whose preferred medium is watercolor on paper. Her paintings are inspired by nature and she often depicts flowers.
"
1547,"Paul Chelko was an American artist known for abstract painting, ultra-realism, portraiture, performance art, music, poetry and film.
"
1548,"Igor Tabakov is a Russian photographer. He has worked 20 years as a head photographer and photo editor for The Moscow Times.
"
1549,"Oskar D'Amico was an Italian artist who had three major periods in his artistic life: Figurative, Materic and Geometric.
"
1550,"Manuel Felguérez Barra was a Mexican contemporary artist. He did most of his studies in France, where he specialized in abstract art."
1551,"A barber by profession and without any formal artistic education, José Antonio Velásquez became the first and foremost Honduran primitivist painter.
"
1552,"Bernard Greenwald is an American contemporary painter whose primary concern is color. He received his BFA from the Philadelphia Museum, College of Art."
1553,"Peter Lik is an Australian photographer, best known for his landscape works - cascading waterfalls, ethereal mountain peaks and peaceful desert canyons."
1554,"Wayne Ensrud is an American painter and educator, perhaps best known for his landscapes, lifestyles and aesthetics of wine and food."
1555,"A French furniture designer and interior designer, Pierre Paulin is celebrated for his innovative interior and seating furniture design."
1556,"Mirkò Guida is an Italian contemporary painter. Trained as a graphic artist, he considers his work to be more graphic than pictorial."
1557,"Babe Shapiro was an American artist widely known for his abstract and Op Art paintings. His artistic career spanned almost six decades.
"
1558,"Charles Ford is an American artist widely known for his photorealistic paintings. His subjects are urban environments such as shops and city streets.
"
1559,"Tony Marsh is an American contemporary artist whose primary form of artistic expression is the ceramic vessel. He is based in Long Beach, California."
1560,"Jason Hallman is an American artist known for his paintings, layered one on top of the other, building up a timeline of acrylic geology."
1561,"Lauren Mabry is an American contemporary artist from Madison, Wisconsin, who creates ceramic objects, vessels, and dimensional glaze paintings."
1562,J. Kevin White is an American photographer widely known and recognized for his imagery of rural life on the coast of Maine.
1563,"Born in São Caetano do Sul, Thomaz Rosa is a Brazilian contemporary painter whose works are based on points and concrete forms, verbal analogies of images."
1564,"Tamara Dean is an Australian photographer, installation and video artist, who explores the relationship between humans and the natural world."
1565,"Linde Ivimey is an Australian artist widely known for her figural sculptures depicting human-animal hybrids, usually animal heads on clothed human bodies."
1566,Danie Mellor is an Australian artist whose multidisciplinary practice explores the intersections of contemporary and historic culture.
1567,"Melvin Grave Guzman is an American contemporary artist born in Harlem, New York, working in photography, performance, and monumental mixed-media."
1568,"Born in Atlanta, Georgia, Vernon O’Meally is an American contemporary artist based in New York, known for his paintings, sculptures, and installations."
1569,"David Phelps is an American contemporary artist whose figurative sculptures, ranging up to three times life-size, appear to emerge from the ground."
1570,"Using traditional techniques from painting, Ken Rausch is an American artist known for his exciting and richly colored wall sculptures."
1571,"Born in Guangdong, Calvin Teng is a Taiwanese contemporary artist widely known and recognized for his serene abstract paintings."
1572,Danny Ferrell is an American painter whose works represent fantasies and fears about the ‘Other’ through depictions of the everyday queer male.
1573,"Ben Zank is an American photographer whose images often conveniently stage himself as the main character. He is known for using props, such as yellow tape."
1574,"Raymond Saá is a Cuban-American artist whose paintings and works on paper form a complex, multilayered formal environment for the viewer to decipher."
1575,"Chaz Guest is an American contemporary artist who specializes in figurative painting, concentrating on portraiture and cultural narratives."
1576,More details will be forthcoming shortly.
1577,More details will be forthcoming shortly.
1578,More details will be forthcoming shortly.
1579,"Maruch Santíz Gómez is a Mayan Mexican photographer, writer, embroidery and textile designer, and actress, involved in cultural projects since the 1980s."
1580,"Charis Entwisle is a British artist whose practice focuses on painting and drawing, depicting wistful characters and dreamlike yet sincere scenes."
1581,"Charlie Haydn Taylor is a British artist whose work addresses various subjects within the political, social, and psychological spheres."
1582,"Stela Vasileva is a Bulgarian artist based in Sofia, working in the fields of contemporary drawing, 3D objects, and installations."
1583,"With ceramics as a base material, Svetli Evgeniev is a Bulgarian multidisciplinary artist whose predominant motives are simplicity and minimalism."
1584,"Stefano Trappolini is an Italian artist whose research mainly focuses on painting and video art, though he also works in the field of photography."
1585,"Alan Brown is an American artist known for using curious found objects, often items that have long outlived their known purpose or identity."
1586,"Lyoudmila Milanova is a Bulgarian contemporary artist whose work revolves around natural phenomena, technology, and time."
1587,"Always imagining and creating, Arnaud Laly is a French graphic designer and artist who approaches his work via triptych: line – pattern – flat colors."
1588,"Compulsive and spontaneous, Valco is a French self-taught artist who evolves his street-art and pop-art works through emotions and research."
1589,Franck Célaire is a French architect and artist who grew up with a pencil in his hand amidst comic book characters and cartoons.
1590,"Iskra Blagoeva is a Bulgarian contemporary artist. Although she prefers painting in particular, she uses various other media."
1591,"Born in Bosnia and Herzegovina, Mirza Cizmic is an artist currently residing in Helsinki. He has also lived and studied in Sarajevo and Munka-Ljungby."
1592,Miles Regis is a Trinidad-born artist whose large-scale mixed media paintings on canvas and linen incorporate dimensional collage elements.
1593,"Having previously worked in cinema, Gaia Adducchio is an Italian artist who currently uses photography as her primary tool of expression."
1594,Lorenzo Swinton is an American artist specializing in abstract and contemporary paintings using acrylics as his force for invigorating visuals.
1595,"Sam Heydt is an American social practice and recycled media artist working in media such as film, video, installation, photography, sculpture, and sound."
1596,"Lin Zhipeng, also known as No.223, is one of the leading figures of new Chinese photography, popularizing his work originally via social media."
1597,Jaggu Prasad is an Indian contemporary artist who uses paintbrushes with only a single otter hair to capture intricate details.
1598,"Line Street is a French artist whose work revolves around small colored and funny ghosts, called BOU. These pieces bring positivity and and joy to viewers."
1599,"Inspired by traditional Portuguese art, Befa is a French artist whose style is characterized by its simple shapes, bright colors and geometric patterns."
1600,"Ceel Mogami de Haas is a Dutch multidisciplinary artist whose work spans a range of media, including sculpture, drawing, writing, installation, and video art."
1601,"Diyano Purwadi is an Indonesian contemporary artist whose work is based on social, cultural, and political phenomena he observes around himself."
1602,George Byrne is an Australian artist whose photographs juxtapose the vivid clarity of modernist painting against the New Topographics photography movement.
1603,"Patrik Grijalvo is an artist working with analog architectural photos, assembling layered works from various images of a single piece of architecture."
1604,Lawrence Morrell is an American sculptor whose visual and tactile works physically show the negative and positive effects of humans on this planet.
1605,Lena Ditlmann is a German contemporary artist whose abstract motifs are made up of fine lines that she weaves into one another.
1606,Diane DallasKidd is an American artist who’s always searching to draw something new and unexpected from the medium with a focus on process.
1607,Wayne Levin is an American photographer arguably best known for his black-and-white underwater photographs of swimmers and marine life.
1608,"Paul Bloch is an American artist whose sculptures are improvisational. His primary material is stone. Bloch studied anthropology, sculpture, and music."
1609,"Alex Weinstein is an American multidisciplinary artist engaged in painting, sculpture, film, and creative writing. He lives and works in Southern California."
1610,"Mio Yamato is a Japanese artist whose dot-based works are organic, embracing the passage of time and the reality of the body."
1611,Andrew Millner is an American artist whose work is inspired and centered on nature. He started drawing on the computer in 2005.
1612,Sabine Friesicke is a German artist whose works on paper and canvas have the goal of visualizing experienced time as well as the process of time going by.
1613,Donald Groscost is an American contemporary artist whose primary interest lies in the observation of natural phenomena and the systems they inhabit.
1614,"Pierre Marie Brisson is a French artist who uses a collage technique, combining various elements in his compositions. He was born in Orléans."
1615,More details will be coming shortly.
1616,More details will be coming shortly.
1617,More details will be coming shortly.
1618,"Born in Paris, Eugène Barricade is a French street artist who works mostly on atypical and urban supports using the stencil technique."
1619,Tunji Adeniyi-Jones is a British contemporary artist known for vibrant swirls of color and an eye towards West African aesthetics.
1620,Jordan Kerwick is a self-taught Australian artist who translates three-dimensional space into flattened compositions of pattern and color.
1621,Marina Mankarios is a Franco-Egyptian sculptor. She developed an artistic sensibility at a very young age with intense cello and theater practice.
1622,"Tania Dibbs is an American artist who explores the jagged intersection between the natural world, humanity and culture through painting and sculpture."
1623,Hideaki Yamanobe is a Japanese contemporary painter whose works bring together traditions of Western painting with influences from his Asian culture.
1624,"Catherine Seher is a French artist whose visual universe is centered on the human figure, exuding a powerful sense of anonymity and isolation."
1625,"Sergio Femar is a Spanish artist who uses construction waste materials, adding sustainability to the list of topics he explores."
1626,Ai Haibara is a Japanese contemporary sculptor known for her distinctive style that fuses traditional wood sculpting and acrylic paint.
1627,Sweetieboosh is an American artist known for her animal sculptures and figures. She chose animals because of their great symbolic importance.
1628,"Ficre Ghebreyesus was an Eritrean-American artist who operated fluidly between abstraction and figuration, creating oil and acrylic paintings."
1629,"Charlotte Zinsser is an American artist driven by her location within systems, ephemerality, sublimity, and the things she can see but does not know."
1630,"Anna Barham is a British multidisciplinary artist working across video, sound, print, installation, and performance. She lives and works in London."
1631,Adam Riches is a British painter and draughtsman widely known for his characteristically stylized portraits and figurative works.
1632,"Born in Nantes, Pez is a French illustrator, painter and graphic designer, best known for his surrealistic, finely detailed works."
1633,"Bernard Zawisa was an American artist widely known for his geometric abstract paintings, abstract figuratives, and texture paintings."
1634,"Jim Perry is an American artist whose sculptures are known for their graceful curves, torqued tensions and sensuous materiality."
1635,"Sarah J. Edwards is a British photographer. She often works together with her twin sister, Sally J. Edwards, who is an Art Director."
1636,"Dejvid Knežević is a Slovenian contemporary artist, a dotted inker or what's more often referred to as a stippling illustrator."
1637,"Drawn to the face because of its inherent psychological weight, Danielle Coenen is an American artist widely known for her portraits."
1638,More details will be coming shortly.
1639,More details will be coming shortly.
1640,More details will be coming shortly.
1641,More details will be coming shortly.
1642,More details will be coming shortly.
1643,"Richard Perry is a British contemporary artist working in sculpture, painting, and drawing. His sculptural work is based on form and material."
1644,"Pedro Friedeberg is a Mexican painter and sculptor, widely known for his surrealist work filled with lines of colors and ancient and religious symbols."
1645,Milton Glaser was a famous American graphic designer. He was the first graphic designer to receive the National Medal of the Arts award.
1646,"Marc Dennis is best known for his hyper-realistic paintings of staged and slightly voyeuristic images of contemporary American culture.
"
1647,
1648,"Synthesizing different 20th-century styles, Janice Biala painted intimate interiors, portraits of famous friends, and the places she traveled."
1649,"Fairfield Porter was an American artist. He was known for his representational style with subjects such as landscapes, domestic interiors, and portraits.
"
1650,"In his practice, the Chinese Ni Youyu explores themes related to nature, time and traditional art through photographs, paintings and installations."
1651,"Dong Dawei has developed a highly personal visual language from a distinct methodology, which was coincidentally born out of an accidental ink stain."
1652,The Mexican artist Martín Soto Climent transforms everyday items into works of art through minimal gestures of recontextualization and balance.
1653,"Jacques Jean Efiaimbelo sought to both honor and extend the ritual of the aloalos, grave makers that represent particular memories of the deceased."
1654,Yunhee Min is best known for paintings which seek to expand various spatial possibilities of abstraction.
1655,"Warren Isensee is known for geometric abstraction characterized by a precision, free-hand technique that leaves little to no trace of human interference."
1656,"Jörg Sasse uses found images that are scanned, pixelated and manipulated, embracing the manipulative power of digital technology."
1657,"Yann Gerstberger creates textile tapestries that depict narratives inspired by patterns found in Mexican popular culture, art history and nature."
1658,"Allan Mardon is a Canadian contemporary artist whose paintings are mostly of sports events. He was born in Welland, Ontario."
1659,"Nellie King Solomon is an American contemporary artist, widely known and recognized for her large-scale color field abstract paintings.
"
1660,"Momies is a French graffiti artist and painter. He is known for a unique and immediately recognizable letter work, with vibrant, dynamic colors.
"
1661,"Laura Carralero systematically deals with the reminiscence of spaces, basing her work on the precise observation of her environment."
1662,"A renowned German artists, Hartmut Bohm is known for the art concept called ""Progressionen gegen Unendlich"" (progression towards infinity)."
1663,"Painter, sculptor, illustrator, actor, set designer and teacher, Aluísio Carvão was one of the signatories of Ferreira Gullar's Manifest of Neoconcrete Art."
1664,"A Brazilian-born American visual artist, Regina Vater is best known for her installation artwork inspired by Brazilian and African-Brazilian mythologies."
1665,Ed Flood was a member of the influential group of Chicago artists known as the Imagists who became prominent in the art scene in the late 1960s.
1666,"A Brazilian contemporary artist, Thiago Barbalho is best known for his colorful drawings."
1667,"A German contemporary artist, Julius Heinemann is known for installations, objects, tableaux and drawings which explore the perception of being, space and time."
1668,Wesley Duke Lee was a Brazilian painter known as one of the founders of the Realismo Magico (Magical Realism) movement in São Paulo.
1669,Clemente Padin is known for one of the most radical pieces of mail art created during the Uruguayan authoritarian regime of the 1970s.
1670,
1671,
1672,
1673,
1674,
1675,
1676,"A British sculptor, Phillip King is one of Anthony Caro's best known students. They both worked as assistants to Henry Moore."
1677,"Norman Mooney explores the elemental and cyclical synergies of nature, focusing on the materiality, pattern, scale and experience."
1678,"Pearl Bates is a British artist known for her paintings and illustrations. She studied at London's Central Saint Martin's College of Art and Design.
"
1679,"Ernst Fuchs was a versatile Austrian artist who worked as a painter, draftsman, printmaker, sculptor, architect, stage designer, composer, and poet.
"
1680,
1681,
1682,
1683,
1684,
1685,"Michael Alan is an American versatile artist whose work varies from drawings, paintings, sculptures, prints, collage, murals, and installations."
1686,"Yoshikuni Iida was a Japanese painter and sculptor. He studied art history at the Keio University and oil painting at the Tokyo University of the Arts.
"
1687,"Leonid Afremov was a Russian-Israeli modern impressionistic artist who developed his unique technique, working mainly with a palette knife and colors."
1688,"Rita Barros is a Portuguese photographer who’s been living in New York since 1980. She has a B.A., majoring in Photography from SUNY.
"
1689,"Ottavio Missoni was an Italian artist and fashion designer, best known as a founder of fashion label Missoni. He was also an athlete."
1690,"David H. Becker is an American contemporary artist best known for his printmaking skills. His work defined the ""Golden 70's"" of printmaking."
1691,"Vladimir Filonov is a Russian photographer. Having worked as an electrical engineer for years, he finally turned his photographic hobby into a profession.
"
1692,"Duncan Hannah is an American artist widely known for his figurative works. He attended Bard College and Parsons School of Design.
"
1693,"Alvin Hollingsworth, also known under pseudonym Alvin Holly, was an American painter and one of the first African-American comic-strip illustrators.
"
1694,Leo Bates was a talented American artist whose paintings are easily recognizable for being based on computer algorithms.
1695,Annette Lemieux is an American contemporary artist who emerged in the early 1980s along with the “picture theory” artists.
1696,"Hugo Dietz was a Swiss artist born in 1930, widely known and recognized for his geometric abstract works. He died in 1973.
"
1697,Tighe O'Donoghue/Ross is an Irish/American artist. He is the recognized hereditary chieftain of the Rapparee Sept the O'Donoghues of Ross.
1698,Diana Radeiko is a Latvian artist whose unique painting style revolves around human faces and the uniformity or anti-uniformity of forms and lines.
1699,"Paul Béliveau is a Canadian artist recognized for his expertise in drawing, engraving and painting. He studied Visual Arts at the Laval University."
1700,"Steven Sorman is an American contemporary artist known internationally for his multimedia, complex paintings, drawings and prints."
1701,"Julia Marc is an American contemporary artist widely known for her abstract paintings. One of her most famous series is titled Bolder Strokes. 
"
1702,"Ernie Barnes was an American professional football player, actor, author, and artist, widely known for his unique style of movement.
"
1703,"Norio Azuma was a Japanese-American artist best known for his geometric abstractions. He studied at the Kanazawa Art College in Kanazawa, Ishikawa, Japan.
"
1704,"Yankel Ginzburg is an American contemporary artist widely known for his monumental canvas paintings, acrylic sculptures and tapestries."
1705,"Steven Campbell was a Scottish painter. He studied at Glasgow School of Art, after which he was awarded the Fulbright Scholarship."
1706,"Bill Wiman is an American contemporary painter whose photo-realism technique allows the illusion of a full-scale color photograph.
"
1707,Bui Van Hoan is a Vietnamese artist specialized in oil on canvas paintings. His works are inspired by his serene and peaceful approach to life.
1708,"Jane Freilicher was an American artist who first painted abstract expressionist works, later moving to figuration, most notably landscapes and still lifes."
1709,Fritz Scholder was a Native American artist whose most influential works were post-modern in sensibility and somewhat Pop Art in execution.
1710,"Clayton Gorder was an American artist who often painted on shaped canvases, desiring to release painting from its traditional rectangular format."
1711,"Edvins Strautmanis was a Latvian-born American abstract artist known for his violent and hasty methods of paint application.
"
1712,"Byron Browne was one of the founders of Abstract Expressionism and a key figure in the American Avant-Garde scene of the 1930s and 1940s.
"
1713,"Honey W. Kurlander is an American artist who paints in a personal style, without submitting to dominant and prevailing movements in art."
1714,"David Bumbeck is an American master printmaker who employs techniques of intaglio printmaking such as etching, aquatint, engraving and photo-transfer."
1715,Frank Roth is an American artist known for his abstract paintings. He studied at the Cooper Union Art School and at Hans Hofmann's school.
1716,"Curtis Knapp is an American photographer best known for his portrait of celebrated cultural icons from the worlds of art, music, and film."
1717,"Marcel Mouly was a French artist widely known and recognized for his boldly colored, semi-abstract paintings. He was associated with Fauvism.
"
1718,"Krishna Reddy was an Indian sculptor, printmaker and educator. He was considered to be a master of intaglio printing and was known for viscosity printing."
1719,"Wendy Chazin is an American painter and lithographer whose fascination with the South of France inspired in her work a style suggestive of Matisse.
"
1720,"Keiko Minami was a famous Japanese printmaker widely known for her pictograph-like aquatints of castles, animals, flowers, and children."
1721,"Hugo Demarco was an Argentinian painter who lived in France. His work, exhibited internationally, is largely concerned with color and movement."
1722,"Al Loving was an African-American artist, widely known for hard-edge abstraction, fabric constructions, and large paper collages."
1723,Preston Abernathy was an American artist widely known and recognized for his abstract sculptures. His favorite material was stainless steel plates.
1724,"Djordje Stanojevic is a Serbian contemporary painter and educator, working as a Professor at the Faculty of Contemporary Art in Belgrade."
1725,"Biserka Petrovic is a Serbian visual artist interested in strong contrasts in all possible forms, physical and spiritual, as well as in perception."
1726,"Jovanka Stanojevic is a Serbian contemporary artist, whose paintings and drawings are included in numerous collections worldwide."
1727,"Ivana Zivic is a Sarajevo-born artist based in Belgrade, Serbia, known for her paintings characterized by their underwater environments."
1728,"Marija Zdravkovic is a Serbian contemporary artist, whose paintings and drawings are known for their floral motifs. She is based in Belgrade."
1729,"Tadashi Toyama is a Japanese contemporary artist widely known for his paintings, currently based in Düsseldorf, Germany."
1730,"Born in Odense, Martin Aagaard Hansen is a Danish contemporary artist known for his paintings. He studied at the Royal Danish Academy of Fine Arts."
1731,Fabio Tasso is an Italian contemporary artist known for making sculptures using self-made machinery built with low-cost components.
1732,Tatiana Levchenko is a Russian contemporary painter and graphic designer. She studied at Saint Petersburg Stieglitz State Academy of Art and Design.
1733,Ellina Zhanu is a Russian contemporary artist from Nalchik whose paintings depict and celebrate the beauty of both the female face and body.
1734,Fumero is a street artist who has developed his own recognizable style called Fumeroism. He began working globally in 2012.
1735,Frances McLaughlin-Gill was an American photographer and the first female fashion photographer under contract with Vogue.
1736,"Janet Laurence is a versatile Australian contemporary artist based in Sydney, working in photography, sculpture, video, and installation art."
1737,Malik Roberts is an American painter and multimedia artist known for his deconstructed portraits that address controversial contemporary subjects.
1738,"Born in Benghazi, Libya, Zeehan Wazed is a contemporary artist working in painting, sculpture, choreography, and creative new media."
1739,"Born in Montreal, David Dawson is a Canadian photographer whose works are a reflection of his passion for nature and adventure."
1740,"Paul Garbett is a Canadian contemporary artist known for his landscape and animal-themed works, who is currently painting in encaustic or hot wax painting."
1741,Ben Hecht is an American artist whose work is focused on mixed media encaustic (beeswax) combined with his original landscape photography of nature.
1742,"Fernando Costa, also known simply as Costa, is a French artist widely known and recognized for his sculptures made exclusively out of road signs."
1743,Pierre-François Grimaldi is a French contemporary artist best known for his collages made of vintage advertising posters from the 1930s to the 1970s.
1744,"Francisco Brennand was a famous Brazilian painter and sculptor, best known for his work in ceramics. He was educated in Paris."
1745,Etienne Viard is a French artist whose sculptural work is rooted in the minimalist movement and reduced aesthetically to one simple element – the line.
1746,"Kim ByungJoo, also written as Kim Byung Joo, is a Korean contemporary artist whose work is defined as an ellipse between the art of drawing and sculpture."
1747,"Jan Astner is a Polish contemporary artist working in various fields, including painting, drawing, computer graphics, and photography."
1748,"Ivo Alvarone is an Italian abstract landscape painter, creating mostly acrylic and mixed media watercolors and drawings in small format."
1749,"Robert Lardus is an American contemporary artist working exclusively in abstract painting, trying to depict his thoughts, memories, dreams, and fears."
1750,"Inspired by nature, Vidal Toreyo is an Argentinean contemporary artist whose painting style could be described as Post-Painterly Abstraction."
1751,"Preferring to work in mixed media, Bartos Saro is a Hungarian contemporary artist whose work focuses on the structure of materials."
1752,"Calman Shemi is an Argentinian/Israeli artist widely known and recognized for sculptures, which dominated his earlier career, and paintings."
1753,"Born in Coeur d'Alene, Idaho, Robbin Murphy is an American contemporary artist widely known and recognized for her paintings."
1754,"Dores Sacquegna is an Italian curator and multimedia artist, working in printmaking, photography, installations, design, and artist's books."
1755,Izvor Pende is a Croatian contemporary artist whose painting style changed from figurative expression to his individual fictitious subject abstraction.
1756,"Nina Chanel Abney is an American painter whose work explores various contemporary issues such as race, gender, pop culture, homophobia, and politics."
1757,"Derrick Velasquez is an American artist best known for large-scale sculptures and installations but also works in photography, collage, and other media."
1758,More details will be forthcoming shortly.
1759,More details will be forthcoming shortly.
1760,More details will be forthcoming shortly.
1761,"Filipe Branquinho is an artist from Mozambique who fuses genres such as portrait and landscape, proposing a reflection on social issues."
1762,"Formerly a scientist, Anastasia Buoy is a Russian contemporary mixed media artist who paints in the style of Abstract Expressionism."
1763,"Daria Onatskaya is a Russian contemporary artist who focuses on simple things, capturing the beauty of the moment and the joy of life."
